entity_id,decision_count,unique_current_price_count,unique_applied_price_count,min_applied_price,max_applied_price,mean_applied_price,std_applied_price,applied_price_range,applied_price_cv,pct_changed
BRA000060,199,102,183,69.38,527.40,220.69668341708544,106.94047877705579,458.02,0.4845586128494439,0.854271356783919597989
BRA000061,87,55,83,107.47,339.74,212.3025287356322,68.15497262512213,232.27,0.32102760636446065,0.839080459770114942528
BRA000062,30,17,28,294.97,438.31,356.60299999999995,37.51263641347706,143.34,0.10519439380340902,0.900000000000000000000
BRA000063,430,157,345,82.07,565.90,264.51932558139526,102.67198933812988,483.83,0.3881455130450825,0.844186046511627906976
BRA000064,323,159,291,69.25,225.64,143.12811145510847,34.83877810840784,156.39,0.2434097519643084,0.869969040247678018575
BRA000065,61,22,53,50.86,134.05,104.2660655737705,18.736775361010213,83.19,0.17970156692786626,0.885245901639344262295
BRA000066,152,85,137,35.04,344.49,186.9115131578948,70.64402943664903,309.45,0.3779544033596903,0.842105263157894736842
BRA000067,139,55,126,19.15,306.88,164.2838848920862,50.57552035037643,287.73,0.30785442153135206,0.899280575539568345323
BRA000068,477,117,380,20.03,159.36,64.7742976939204,20.3443520897864,139.33,0.3140806278737297,0.834381551362683438155
BRA000069,245,95,212,20.51,185.64,104.64877551020413,47.095640962564744,165.13,0.45003527975320196,0.840816326530612244897
BRA000070,560,66,344,13.15,121.05,33.68044642857145,12.671163011825648,107.90,0.3762171929252273,0.867857142857142857142
BRA000071,432,177,387,14.54,352.14,137.18865740740745,96.51391173926264,337.60,0.7035123279371885,0.865740740740740740740
BRA000072,282,133,241,16.57,151.27,78.92301418439725,31.73973279996717,134.70,0.40216067680600553,0.868794326241134751773
BRA000073,93,46,77,19.47,171.25,101.85763440860214,37.817673329837184,151.78,0.3712797135866272,0.924731182795698924731
BRA000074,237,95,201,36.13,356.33,150.18881856540088,87.85756168003404,320.20,0.5849807097442197,0.839662447257383966244
BRA000075,456,107,358,79.38,343.45,135.2231140350878,64.14681186870324,264.07,0.4743775672261058,0.848684210526315789473
BRA000076,170,70,144,96.14,217.90,146.23600000000005,32.82960039372736,121.76,0.22449739047654033,0.811764705882352941176
BRA000077,204,84,178,17.78,103.40,40.60955882352941,23.49451769824975,85.62,0.5785464895185439,0.833333333333333333333
BRA000078,78,26,74,100.11,172.26,126.25461538461535,17.77709373149805,72.15,0.1408035157949898,0.794871794871794871794
BRA000079,464,161,369,10.61,156.67,52.710689655172445,44.30663030450627,146.06,0.8405625233582674,0.879310344827586206896
BRA000080,580,113,408,26.53,196.04,131.304896551724,48.15675614605819,169.51,0.3667552194223629,0.886206896551724137931
BRA000081,312,160,288,95.12,353.12,208.07185897435903,76.13373595768105,258.00,0.36590116670733025,0.884615384615384615384
BRA000082,250,111,222,10.74,230.46,79.19940000000001,46.52017991147477,219.72,0.587380458835228,0.872000000000000000000
BRA000083,167,90,152,31.76,306.37,126.05215568862273,84.69575358211944,274.61,0.6719103939113668,0.850299401197604790419
BRA000084,220,77,182,13.25,205.77,85.46127272727271,67.90406700093702,192.52,0.7945595102197351,0.854545454545454545454
BRA000085,330,100,276,165.01,365.99,234.6128181818183,47.29841090781409,200.98,0.20160198950067235,0.869696969696969696969
BRA000086,83,49,76,138.30,309.14,212.57963855421696,47.347923807619146,170.84,0.22273028653938268,0.831325301204819277108
BRA000087,30,21,27,123.04,238.96,168.46466666666666,31.943072502806302,115.92,0.18961289114714244,0.833333333333333333333
BRA000088,230,126,217,21.64,338.52,145.69856521739126,72.31356409471793,316.88,0.49632310370950894,0.843478260869565217391
BRA000089,96,40,82,99.31,213.39,130.5475,24.07146185401886,114.08,0.18438853179125497,0.927083333333333333333
BRA000090,495,158,384,27.96,225.89,65.89913131313126,50.248160377357486,197.93,0.7625011039765388,0.840404040404040404040
BRA000091,176,87,163,102.03,370.88,218.27886363636347,87.75549089121743,268.85,0.4020338452806481,0.869318181818181818181
BRA000092,54,35,50,26.38,146.00,69.19037037037036,22.150120146440468,119.62,0.32013299000818607,0.851851851851851851851
BRA000093,435,170,351,86.90,302.31,161.88273563218382,51.86904944594015,215.41,0.320411248570648,0.859770114942528735632
BRA000094,272,132,249,23.12,227.64,109.66279411764707,58.13459946447322,204.52,0.5301214503262245,0.823529411764705882352
BRA000095,58,27,54,62.97,138.02,109.775,15.87811947524567,75.05,0.14464240013888108,0.896551724137931034482
BRA000096,95,49,88,93.16,255.86,158.83736842105264,44.451647031940006,162.70,0.27985635542705384,0.884210526315789473684
BRA000097,45,30,41,10.22,38.95,27.32755555555556,5.8211464645391064,28.73,0.2130138004002958,0.822222222222222222222
BRA000098,133,54,130,98.07,203.42,158.26015037593984,19.23923083201409,105.35,0.12156712088489847,0.902255639097744360902
BRA000099,420,145,367,89.64,318.75,176.9814047619046,62.09234813235856,229.11,0.3508410853439219,0.852380952380952380952
BRA000100,159,44,139,67.17,194.97,123.3964779874215,22.027493382863128,127.80,0.17850990354123814,0.786163522012578616352
BRA000101,273,140,250,12.92,337.45,92.72747252747251,75.89716208840554,324.53,0.8184970432135887,0.820512820512820512820
BRA000102,18,12,17,55.19,121.21,91.3011111111111,15.587629668837147,66.02,0.17072771052991242,0.888888888888888888888
BRA000103,133,79,122,53.54,394.39,228.95661654135336,92.05665073077847,340.85,0.402070279170777,0.872180451127819548872
BRA000104,141,85,135,98.25,208.35,153.92957446808506,25.204546411662697,110.10,0.1637407658584054,0.836879432624113475177
BRA000105,46,27,45,93.64,235.67,155.92065217391306,46.219939776016,142.03,0.29643244260203916,0.891304347826086956521
BRA000106,227,93,211,28.42,509.07,182.46616740088103,153.25732195714602,480.65,0.8399218558717095,0.841409691629955947136
BRA000107,245,103,216,37.82,318.16,102.61648979591838,48.9445427550082,280.34,0.47696566947815233,0.836734693877551020408
BRA000108,172,69,125,21.97,105.36,53.66174418604653,20.644414998353216,83.39,0.38471382754124694,0.918604651162790697674
BRA000109,271,118,245,69.61,552.90,222.29808118081192,125.25410369269316,483.29,0.5634511239474644,0.885608856088560885608
BRA000110,308,137,272,171.15,353.61,262.77899350649346,38.234817156064494,182.46,0.14550180227826956,0.886363636363636363636
BRA000111,13,7,13,38.03,135.84,105.24076923076925,36.64099990937709,97.81,0.3481635508481666,0.769230769230769230769
BRA000112,237,126,221,118.65,346.53,202.51679324894508,51.159628638068305,227.88,0.2526191918078616,0.860759493670886075949
BRA000113,425,188,385,69.01,574.96,229.68218823529426,121.03247972841694,505.95,0.5269563158481717,0.863529411764705882352
BRA000114,330,72,238,109.98,303.57,217.92130303030316,29.415045823340986,193.59,0.13498013004837192,0.839393939393939393939
BRA000115,87,50,76,10.75,166.76,97.56413793103448,41.45978344303724,156.01,0.42494900608196906,0.850574712643678160919
BRA000116,62,32,56,21.78,215.49,91.31145161290331,49.501651697787636,193.71,0.5421187684940112,0.903225806451612903225
BRA000117,15,12,15,16.28,101.11,63.44133333333334,22.943242972501448,84.83,0.361645031196824,1.000000000000000000000
BRA000118,243,112,227,69.64,601.89,265.9600411522634,137.89404309794932,532.25,0.5184765444482855,0.864197530864197530864
BRA000119,184,94,162,14.70,153.59,36.18385869565217,23.93498155127147,138.89,0.6614822855846351,0.885869565217391304347
BRA000120,200,53,163,65.99,166.84,113.21635000000003,17.770007767521893,100.85,0.1569561972941354,0.920000000000000000000
BRA000121,440,169,389,63.75,532.49,169.06122727272728,110.12635862748584,468.74,0.6513992616996178,0.838636363636363636363
BRA000122,6,5,5,34.61,40.34,38.93333333333334,2.2064330188488723,5.73,0.056672080963584046,0.833333333333333333333
BRA000123,1,1,1,99.60,99.60,99.6,,0.00,,1.000000000000000000000
BRA000124,345,116,287,23.92,349.72,188.55055072463767,102.52563197090298,325.80,0.5437567356704945,0.872463768115942028985
BRA000125,649,166,442,28.21,119.31,77.35536209553165,16.95784840238036,91.10,0.21922007657902118,0.870570107858243451463
BRA000126,245,116,207,19.37,190.90,105.10959183673464,33.95218487858261,171.53,0.32301699859438227,0.804081632653061224489
BRA000127,227,119,203,23.36,337.07,100.57784140969164,85.56572908067503,313.71,0.8507413549683712,0.845814977973568281938
BRA000128,314,120,283,88.52,569.29,217.1192038216559,145.12699599473848,480.77,0.668420818795685,0.843949044585987261146
BRA000129,282,130,264,68.98,309.04,124.49882978723406,41.48948849057249,240.06,0.33325203587437063,0.872340425531914893617
BRA000130,157,85,151,96.01,212.22,155.87630573248416,22.927089824121666,116.21,0.1470851500899006,0.802547770700636942675
BRA000131,59,34,55,122.25,532.29,240.29237288135596,111.22187069933015,410.04,0.46286059505619764,0.898305084745762711864
BRA000132,209,94,187,13.94,210.56,92.61712918660292,50.53070663341886,196.62,0.545587053682162,0.846889952153110047846
BRA000133,268,128,229,16.25,107.57,65.14126865671642,24.167985305777666,91.32,0.3710088213531564,0.869402985074626865671
BRA000134,362,167,332,9.65,328.06,88.22091160220995,78.98950683843667,318.41,0.8953603562225939,0.853591160220994475138
BRA000135,54,31,43,117.09,237.53,166.49981481481484,29.837209294027822,120.44,0.1792026575357666,0.833333333333333333333
BRA000136,292,126,257,91.30,331.16,200.88065068493162,53.77248004535419,239.86,0.26768372096570353,0.852739726027397260273
BRA000137,45,18,37,107.82,169.97,127.51111111111118,11.531266827475855,62.15,0.09043342754207272,0.955555555555555555555
BRA000138,149,89,141,65.45,560.74,262.01456375838933,136.93809753830277,495.29,0.5226354427556823,0.825503355704697986577
BRA000139,299,135,277,110.88,572.65,324.11989966555177,106.7132438692785,461.77,0.3292400250012179,0.806020066889632107023
BRA000140,313,62,269,119.49,186.21,157.57047923322693,12.845064505145995,66.72,0.08151948618581946,0.849840255591054313099
BRA000141,304,127,265,24.37,276.55,111.1525986842105,75.40780370904103,252.18,0.6784169205371254,0.842105263157894736842
BRA000142,244,95,205,97.21,202.41,141.44565573770495,27.659666717853085,105.20,0.19554977898469236,0.836065573770491803278
BRA000143,206,39,163,174.96,339.66,281.9491747572815,41.73122464111658,164.70,0.14800974209994153,0.796116504854368932038
BRA000144,42,31,41,22.63,133.99,79.49309523809524,34.83404162653951,111.36,0.4382021044998396,0.809523809523809523809
BRA000145,292,161,255,34.10,306.00,138.50660958904115,69.34560566636767,271.90,0.5006664004852979,0.869863013698630136986
BRA000146,407,157,374,86.27,243.27,138.8284766584767,32.560530772335134,157.00,0.23453783802897493,0.894348894348894348894
BRA000147,83,35,66,17.04,138.15,72.6922891566265,42.301977418039726,121.11,0.5819321128667958,0.915662650602409638554
BRA000148,247,46,152,11.30,77.91,58.87234817813761,20.816258346225872,66.61,0.3535829466703019,0.858299595141700404858
BRA000149,293,135,264,6.45,358.35,149.626313993174,102.62798110430178,351.90,0.6858952704601392,0.856655290102389078498
BRA000150,136,56,118,94.66,240.52,152.65183823529412,44.92587434301913,145.86,0.29430287156956075,0.801470588235294117647
