entity_id,decision_count,unique_current_price_count,unique_applied_price_count,min_applied_price,max_applied_price,mean_applied_price,std_applied_price,applied_price_range,applied_price_cv,pct_changed
STO000025,859,285,687,15.10,587.73,168.65739231664725,88.23507340341908,572.63,0.5231616129683861,0.869615832363213038416
STO000026,812,325,692,6.83,504.75,148.89868226600984,92.15326305322226,497.92,0.6188991175125983,0.846059113300492610837
STO000027,730,269,631,10.57,589.85,191.16801369863012,139.4128815876244,579.28,0.7292688713468776,0.846575342465753424657
STO000028,527,260,484,12.21,545.53,147.9703605313093,83.37107861536599,533.32,0.5634309351954668,0.850094876660341555977
STO000029,790,266,670,9.19,657.93,173.3212405063291,116.63750431858665,648.74,0.672955628391821,0.836708860759493670886
STO000030,821,305,675,10.50,543.51,166.02009744214374,100.23818363419788,533.01,0.6037713817697875,0.857490864799025578562
STO000031,746,272,643,5.89,729.26,132.89218498659517,112.59163516403294,723.37,0.8472404541726065,0.857908847184986595174
STO000032,804,292,681,7.82,631.98,126.30522388059703,104.3306122615451,624.16,0.8260197722318621,0.856965174129353233830
STO000033,890,332,808,9.96,572.65,168.44482022471908,118.58514467074626,562.69,0.7039999479505754,0.862921348314606741573
STO000034,764,299,638,11.20,620.67,153.90941099476441,92.82289819827778,609.47,0.6031008604238981,0.863874345549738219895
STO000035,740,266,643,10.11,565.57,163.67504054054055,100.89789967182217,555.46,0.6164525717458481,0.847297297297297297297
STO000036,839,281,711,15.40,569.32,181.04815256257444,119.41957655261281,553.92,0.6596011882051027,0.836710369487485101311
STO000037,1080,275,867,16.28,489.11,139.1881388888889,84.35634713578911,472.83,0.6060598827542991,0.856481481481481481481
STO000038,753,270,653,14.57,550.04,162.2872775564409,83.92077035335639,535.47,0.5171124416956844,0.844621513944223107569
STO000039,702,266,611,11.57,584.70,168.26551282051284,110.51557343130118,573.13,0.6567927769559473,0.864672364672364672364
STO000040,634,249,540,8.28,528.26,131.31031545741325,92.8941210618972,519.98,0.7074396306055997,0.878548895899053627760
STO000041,886,295,701,13.28,580.30,132.58799097065463,81.71547583667054,567.02,0.6163112906262862,0.855530474040632054176
STO000042,746,275,615,5.33,524.25,133.51797587131367,83.62448808236945,518.92,0.6263163258478979,0.849865951742627345844
STO000043,698,296,552,10.56,545.03,150.88760744985674,105.92704505816867,534.47,0.7020261428253514,0.878223495702005730659
STO000044,1219,278,943,6.70,520.46,101.08798195242002,89.48934908432747,513.76,0.8852620000510864,0.847415914684167350287
STO000045,588,268,514,10.75,516.11,142.7781462585034,98.93029220090489,505.36,0.6928951999544043,0.855442176870748299319
STO000046,624,250,576,12.93,631.02,159.4042467948718,114.19797758359374,618.09,0.7164048629805239,0.871794871794871794871
STO000047,638,262,562,7.23,644.24,143.41402821316618,94.4672552668752,637.01,0.658703032359303,0.851097178683385579937
STO000048,603,270,551,11.39,481.17,152.82099502487563,90.14708583046871,469.78,0.5898867875830471,0.865671641791044776119
STO000049,468,233,437,16.46,587.40,137.13837606837606,94.32956538719262,570.94,0.6878422225166256,0.852564102564102564102
STO000050,866,284,704,11.79,597.15,155.33340646651268,101.95405890624328,585.36,0.6563562933786744,0.842956120092378752886
