entity_id,decision_count,unique_current_price_count,unique_applied_price_count,min_applied_price,max_applied_price,mean_applied_price,std_applied_price,applied_price_range,applied_price_cv,pct_changed
CAT000052,805,341,737,11.57,394.39,197.00081987577616,74.08636257923988,382.82,0.3760713413576497,0.858385093167701863354
CAT000053,188,105,173,16.26,171.12,100.49329787234043,39.42962671472645,154.86,0.39236075986694213,0.872340425531914893617
CAT000054,254,124,234,9.18,177.14,108.50464566929135,41.5045207937236,167.96,0.38251376738489345,0.866141732283464566929
CAT000055,151,82,138,12.92,175.43,92.69927152317881,47.129994583765644,162.51,0.5084181764252712,0.847682119205298013245
CAT000056,284,139,268,10.50,182.56,93.03971830985917,49.849930734823005,172.06,0.5357919353195263,0.862676056338028169014
CAT000057,722,139,494,9.65,181.35,54.60754847645418,41.21262380428233,171.70,0.7547056213675751,0.864265927977839335180
CAT000058,337,152,314,11.79,175.97,97.66786350148377,44.71791489642249,164.18,0.45785699915247086,0.816023738872403560830
CAT000059,345,98,286,26.22,172.26,75.09892753623184,27.859267272747626,146.04,0.37096757818953924,0.875362318840579710144
CAT000060,234,111,205,18.24,70.33,41.855769230769205,11.122940936235443,52.09,0.26574451122639253,0.897435897435897435897
CAT000061,319,140,269,10.42,72.21,43.21094043887147,15.177274628553386,61.79,0.3512368505384413,0.877742946708463949843
CAT000062,439,141,334,11.30,78.19,41.76751708428249,11.90543839830169,66.89,0.2850406064185659,0.865603644646924829157
CAT000063,251,101,226,14.54,68.85,40.22330677290838,14.045598905760984,54.31,0.34919055723238357,0.844621513944223107569
CAT000064,833,111,567,4.16,70.60,56.075786314525914,15.178532771757382,66.44,0.2706789109763321,0.841536614645858343337
CAT000065,902,141,451,6.64,71.07,35.31610864745008,10.058673820380637,64.43,0.28481829413294946,0.842572062084257206208
CAT000066,359,142,252,5.24,68.59,39.24222841225622,14.039728727073415,63.35,0.35777093440209673,0.899721448467966573816
CAT000067,268,126,243,22.09,321.39,187.970895522388,76.4964743498621,299.30,0.4069591419313694,0.820895522388059701492
CAT000068,155,74,144,36.88,317.15,168.23509677419358,82.03260943592596,280.27,0.48760699169704613,0.890322580645161290322
CAT000069,270,87,214,32.71,331.14,191.9244074074074,51.608604043875786,298.43,0.2689006819978017,0.874074074074074074074
CAT000070,257,81,204,23.72,318.75,207.78280155642037,52.75830203415211,295.03,0.2539108224499821,0.836575875486381322957
CAT000071,153,88,139,13.94,362.90,146.10248366013073,81.3664381079189,348.96,0.5569134491730932,0.915032679738562091503
CAT000072,184,75,167,14.75,301.86,131.7858695652174,77.19622106541688,287.11,0.5857700929553337,0.831521739130434782608
CAT000073,359,105,301,24.24,346.53,255.59044568245142,62.18366422501003,322.29,0.24329416562881911,0.832869080779944289693
CAT000074,613,149,460,38.07,231.61,113.84316476345836,39.35989619977183,193.54,0.3457378954771087,0.853181076672104404567
CAT000075,386,124,337,22.66,243.33,125.07279792746115,31.32509001358262,220.67,0.2504548593511942,0.870466321243523316062
CAT000076,203,106,188,16.28,241.66,110.81532019704431,55.62372114245507,225.38,0.5019497398333437,0.837438423645320197044
CAT000077,585,174,457,30.75,249.48,115.71777777777777,29.698011121518412,218.73,0.256641733809907,0.858119658119658119658
CAT000078,307,139,276,10.65,223.84,84.87745928338768,49.52606936215337,213.19,0.5835008467536289,0.869706840390879478827
CAT000079,403,132,360,29.27,239.23,105.56317617866009,49.05159106903883,209.96,0.4646657370939806,0.893300248138957816377
CAT000080,371,175,330,21.64,258.37,131.47563342318057,69.08432372199009,236.73,0.5254534389625521,0.867924528301886792452
