split,segment,value,support,row_count,purchase_count,non_purchase_count,purchase_rate,roc_auc,average_precision,log_loss,brier_score,precision_at_0_5,recall_at_0_5,f1_at_0_5,ece,top_decile_purchase_rate,top_decile_lift,top_decile_tie_policy
test,Channel,Email,1107,1107,207,900,0.18699186991869918,0.6168330649490069,0.25498810724506654,0.46956236540445745,0.14828440655825867,0.0,0.0,0.0,0.008834733570682754,0.27927927927927926,1.4935370152761456,fractional inclusion at score cutoff
test,Channel,Kiosk,742,742,129,613,0.1738544474393531,0.6255485160033891,0.23301772455938133,0.45086434897677913,0.14063361823997048,0.0,0.0,0.0,0.005815910020264108,0.21333333333333335,1.2270801033591732,fractional inclusion at score cutoff
test,Channel,Mobile,2072,2072,387,1685,0.18677606177606176,0.6192870670684485,0.253612879290192,0.46926116749727587,0.14821139012137097,0.0,0.0,0.0,0.008280189672429918,0.27403846153846156,1.4672033392963628,fractional inclusion at score cutoff
test,Channel,Online,146,146,33,113,0.22602739726027396,0.5931885223920622,0.3238169953569359,0.5373655186718168,0.1755011800282505,0.0,0.0,0.0,0.0599124497267448,0.4,1.76969696969697,fractional inclusion at score cutoff
test,Channel,Store,427,427,72,355,0.1686182669789227,0.521283255086072,0.1851579300799478,0.4559604970572052,0.14077474780990093,0.0,0.0,0.0,0.02342169001556239,0.18604651162790697,1.103359173126615,fractional inclusion at score cutoff
test,Channel,Web,756,756,144,612,0.19047619047619047,0.5952932098765433,0.25048662648327635,0.4800282684023033,0.1520959984880851,0.0,0.0,0.0,0.014327733986068687,0.3157894736842105,1.6578947368421053,fractional inclusion at score cutoff
test,Season,All,2363,2363,445,1918,0.18831993228946256,0.6214057245960798,0.25745718352489055,0.47181789646238304,0.14924042945851562,0.0,0.0,0.0,0.014259801785471104,0.29957805907172996,1.5907931541269615,fractional inclusion at score cutoff
test,Season,Fall,591,591,106,485,0.1793570219966159,0.609404785061272,0.22956269226824527,0.460685361895976,0.14445989190218383,0.0,0.0,0.0,0.011166276990952103,0.23333333333333334,1.3009433962264152,fractional inclusion at score cutoff
test,Season,Spring,935,935,172,763,0.1839572192513369,0.5769720198725958,0.2224726822803445,0.47327250531005294,0.14896964625108983,0.0,0.0,0.0,0.014042587701354402,0.2127659574468085,1.1566056407718952,fractional inclusion at score cutoff
test,Season,Summer,702,702,120,582,0.17094017094017094,0.5769473081328751,0.24645670027692507,0.4520641044531346,0.14002289108484817,0.0,0.0,0.0,0.015159063824561695,0.29577464788732394,1.730281690140845,fractional inclusion at score cutoff
test,Season,Winter,659,659,129,530,0.19575113808801214,0.6459046365364925,0.2796512415074708,0.47902634501878616,0.1528071743102886,0.0,0.0,0.0,0.015291411915471566,0.2878787878787879,1.4706365985435754,fractional inclusion at score cutoff
test,RegionID,REG000001,322,322,64,258,0.19875776397515527,0.6270591085271318,0.27254585912400875,0.4842813783201513,0.15479818651346022,0.0,0.0,0.0,0.021186913501109846,0.18181818181818182,0.9147727272727274,fractional inclusion at score cutoff
test,RegionID,REG000002,517,517,86,431,0.16634429400386846,0.6408703393945934,0.2477081337743478,0.4354100458378744,0.13445858607400832,0.0,0.0,0.0,0.033591335861461805,0.3076923076923077,1.8497316636851522,fractional inclusion at score cutoff
test,RegionID,REG000003,548,548,93,455,0.16970802919708028,0.6135767458348103,0.21383807936759605,0.44715112188722683,0.1389388641208401,0.0,0.0,0.0,0.011932781043686504,0.23636363636363636,1.3927663734115348,fractional inclusion at score cutoff
test,RegionID,REG000004,711,711,129,582,0.18143459915611815,0.5627014571512294,0.21758545421831121,0.47105247963886393,0.1477551555887953,0.0,0.0,0.0,0.01712399871794352,0.19444444444444445,1.071705426356589,fractional inclusion at score cutoff
test,RegionID,REG000005,695,695,142,553,0.20431654676258992,0.6354583195374781,0.305393385499817,0.4924249169514652,0.15812869240396765,0.0,0.0,0.0,0.025798410613533836,0.4,1.9577464788732395,fractional inclusion at score cutoff
test,RegionID,REG000006,592,592,101,491,0.17060810810810811,0.6204553245548587,0.23592267494007024,0.446091117366324,0.13831765530281367,0.0,0.0,0.0,0.01265615164379346,0.25,1.4653465346534653,fractional inclusion at score cutoff
test,RegionID,REG000007,649,649,113,536,0.17411402157164868,0.5508932109364681,0.19835841590139797,0.4635708128415539,0.14449985303733331,0.0,0.0,0.0,0.03853797357155771,0.18461538461538463,1.0603131381892446,fractional inclusion at score cutoff
test,RegionID,REG000008,439,439,80,359,0.18223234624145787,0.6944986072423399,0.3950659142852756,0.4489366061824599,0.14091993485482576,0.0,0.0,0.0,0.04333848894380561,0.45454545454545453,2.4943181818181817,fractional inclusion at score cutoff
test,RegionID,REG000009,431,431,88,343,0.20417633410672853,0.5717764378478665,0.2578827953545727,0.5028957887681493,0.16125117295610486,0.0,0.0,0.0,0.02400648335192939,0.3181818181818182,1.5583677685950414,fractional inclusion at score cutoff
test,RegionID,REG000010,346,346,76,270,0.21965317919075145,0.6053606237816764,0.2839562120169319,0.522240452818896,0.1700405336283904,0.0,0.0,0.0,0.04122218843562786,0.34285714285714286,1.5609022556390977,fractional inclusion at score cutoff
test,CategoryID,CAT000011,135,135,30,105,0.2222222222222222,0.5857142857142856,0.30996867820083746,0.5290851520887548,0.17237168578724518,0.0,0.0,0.0,0.04040013532020816,0.35714285714285715,1.6071428571428572,fractional inclusion at score cutoff
test,CategoryID,CAT000012,169,169,31,138,0.1834319526627219,0.6047218326320711,0.31100691927822155,0.4662176514484961,0.14644780608802568,0.0,0.0,0.0,0.008730267951919031,0.35294117647058826,1.9240986717267554,fractional inclusion at score cutoff
test,CategoryID,CAT000014,157,157,30,127,0.1910828025477707,0.65,0.2585450886917813,0.47270149745258333,0.15039304782920798,0.0,0.0,0.0,0.03058500408810152,0.125,0.6541666666666667,fractional inclusion at score cutoff
test,CategoryID,CAT000016,104,104,20,84,0.19230769230769232,0.6339285714285714,0.32657896424359556,0.47733527436884954,0.151663294702767,0.0,0.0,0.0,0.014718491874873495,0.2727272727272727,1.418181818181818,fractional inclusion at score cutoff
test,CategoryID,CAT000017,132,132,29,103,0.2196969696969697,0.6334114496149983,0.334309642645748,0.5136312862115743,0.1670638905675855,0.0,0.0,0.0,0.034591407643633276,0.35714285714285715,1.625615763546798,fractional inclusion at score cutoff
test,CategoryID,CAT000019,131,131,18,113,0.13740458015267176,0.654867256637168,0.20989365082107075,0.39559716618926116,0.1177457788901388,0.0,0.0,0.0,0.042607037507703394,0.21428571428571427,1.5595238095238093,fractional inclusion at score cutoff
test,CategoryID,CAT000021,119,119,16,103,0.13445378151260504,0.5552184466019418,0.15209287423746004,0.40743793408155066,0.12114634164215929,0.0,0.0,0.0,0.05486231541569228,0.08333333333333333,0.6197916666666666,fractional inclusion at score cutoff
test,CategoryID,CAT000022,107,107,20,87,0.18691588785046728,0.5454022988505748,0.23718324748289463,0.4809495530582497,0.15151346800918733,0.0,0.0,0.0,0.021457816271709066,0.18181818181818182,0.9727272727272728,fractional inclusion at score cutoff
test,CategoryID,CAT000024,122,122,11,111,0.09016393442622951,0.5626535626535626,0.19953612614122676,0.32831183158838917,0.08869041259453415,0.0,0.0,0.0,0.08306014947035958,0.23076923076923078,2.5594405594405596,fractional inclusion at score cutoff
test,CategoryID,CAT000034,100,100,21,79,0.21,0.5548523206751055,0.30182399599280835,0.520829111888521,0.16773056859827906,0.0,0.0,0.0,0.05840553516368514,0.3,1.4285714285714286,fractional inclusion at score cutoff
test,CategoryID,CAT000043,122,122,17,105,0.13934426229508196,0.6717086834733893,0.2577834884867423,0.3882080688430455,0.1154980821687359,0.0,0.0,0.0,0.058273267745020604,0.23076923076923078,1.6561085972850682,fractional inclusion at score cutoff
test,CategoryID,CAT000045,118,118,26,92,0.22033898305084745,0.6354515050167224,0.4097650441694016,0.5153700189506532,0.1673832496003147,0.0,0.0,0.0,0.04310173676229269,0.4166666666666667,1.8910256410256412,fractional inclusion at score cutoff
test,CategoryID,CAT000046,110,110,34,76,0.3090909090909091,0.6246130030959752,0.38978550132196466,0.6466115143449079,0.22288879985076548,0.0,0.0,0.0,0.12818070317059788,0.3181818181818182,1.0294117647058825,fractional inclusion at score cutoff
test,CategoryID,CAT000047,117,117,23,94,0.19658119658119658,0.6461609620721553,0.3655602434404772,0.47923660405893376,0.15262670489483438,0.0,0.0,0.0,0.024301015576284776,0.3333333333333333,1.6956521739130435,fractional inclusion at score cutoff
test,CategoryID,CAT000048,131,131,22,109,0.16793893129770993,0.6255212677231026,0.21895195224453473,0.44481115331310317,0.13805225000341073,0.0,0.0,0.0,0.025495233423006494,0.07142857142857142,0.42532467532467527,fractional inclusion at score cutoff
test,CategoryID,CAT000050,139,139,33,106,0.23741007194244604,0.5371640937678674,0.24179840531355318,0.5611483811120658,0.1853409349194413,0.0,0.0,0.0,0.0580320821957153,0.07142857142857142,0.30086580086580084,fractional inclusion at score cutoff
test,CategoryID,CAT000052,121,121,19,102,0.15702479338842976,0.5629514963880289,0.17930065923785327,0.43638710674666376,0.13348950605868018,0.0,0.0,0.0,0.02963232013588964,0.07692307692307693,0.4898785425101215,fractional inclusion at score cutoff
test,CategoryID,CAT000057,112,112,21,91,0.1875,0.6125065410779695,0.2826231202728862,0.47013116379563596,0.14854324952682285,0.0,0.0,0.0,0.004177011946268758,0.3333333333333333,1.7777777777777777,fractional inclusion at score cutoff
test,CategoryID,CAT000064,119,119,23,96,0.19327731092436976,0.5982789855072463,0.24972759213410936,0.4866322191559925,0.15488627622638385,0.0,0.0,0.0,0.0394661342858364,0.16666666666666666,0.8623188405797101,fractional inclusion at score cutoff
test,CategoryID,CAT000065,147,147,23,124,0.1564625850340136,0.5599579242636746,0.2276021232020486,0.43175708425452436,0.13107028142588162,0.0,0.0,0.0,0.01487509394553818,0.2,1.2782608695652173,fractional inclusion at score cutoff
test,StoreType,Outlet,687,687,136,551,0.19796215429403202,0.6067510942671078,0.2676064287914488,0.48943917825938255,0.15626181350987345,0.0,0.0,0.0,0.021602848055146028,0.2318840579710145,1.1713554987212276,fractional inclusion at score cutoff
test,StoreType,Suburban,2266,2266,391,1875,0.17255075022065314,0.6076876385336744,0.2288778496911149,0.4507658089493984,0.1402157937081471,0.0,0.0,0.0,0.00641159190204174,0.2643171806167401,1.5318228421420281,fractional inclusion at score cutoff
test,StoreType,Urban,2297,2297,445,1852,0.1937309534175011,0.6121714757201447,0.2605919483936518,0.48107438173094497,0.15290931352091042,0.0,0.0,0.0,0.018786703469542,0.29130434782608694,1.5036541279921836,fractional inclusion at score cutoff
