PricingDecisionID,DecisionTime,ProductID,StoreID,Channel,CurrentPrice,AppliedPrice,PurchasedFlag,QuantityPurchased,CategoryID,BrandID,BasePrice,Season,RegionID,StoreType,ClimateZone,LoyaltyTier,CustomerSegment,PreferredChannel,FavoriteCategoryID,FavoriteBrandID,PriceSensitivity,CategoryAffinityScore,BrandAffinityScore,active_history_selling_price,history_discount_pct,days_since_current_price_started,previous_selling_price,previous_price_change_pct,active_price_history_id,price_history_current_price_delta,price_history_current_price_mismatch,active_history_promotion_id,active_promotion_flag,active_promotion_discount_pct,product_store_sales_7d,product_store_sales_14d,product_store_sales_30d,product_region_sales_7d,product_region_sales_14d,product_region_sales_30d,product_sales_7d,product_sales_14d,product_sales_30d,product_sales_60d,product_sales_90d,category_store_sales_7d,category_store_sales_14d,category_store_sales_30d,category_sales_7d,category_sales_14d,category_sales_30d,product_sales_velocity_7d,product_sales_velocity_30d,product_sales_velocity_90d,product_sales_velocity_ratio_7d_30d,days_since_last_product_sale,competitor_price_exact_channel,competitor_price_region_fallback,competitor_price_product_fallback,competitor_price_available,competitor_price_age_days,competitor_match_level,competitor_price,product_views_1h,product_views_24h,product_views_168h,product_views_720h,cart_additions_1h,cart_additions_24h,cart_additions_168h,cart_additions_720h,search_clicks_1h,search_clicks_24h,search_clicks_168h,search_clicks_720h,decision_month,decision_quarter,decision_day_of_week,decision_is_weekend,weather_temperature,weather_condition,weather_precipitation,is_holiday,holiday_sales_impact_factor,holiday_count,price_change_amount,price_change_pct,price_vs_base_pct,discount_from_base_pct,price_vs_competitor_pct,current_vs_base_pct
PDL000000000003933,2025-01-01 10:44:35,PRO000628,STO000004,Mobile,107.58,115.01,0,0,CAT000022,BRA000052,105.59,Summer,REG000001,Suburban,Mountain Cold,Platinum,Fitness Shopper,Mobile,CAT000022,BRA000110,High,0.7461,0.53194,107.58,0.0,0.4476273148148148,,,PPH000000000010429,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2,0,32,Snow,0.17,1,1.15,1,7.430000000000007,0.0690648819483176,0.08921299365470216,-0.08921299365470216,,0.018846481674400936
PDL000000000032036,2025-01-01 10:50:12,PRO002515,STO000043,Web,16.88,18.3,0,0,CAT000063,BRA000119,16.95,All,REG000009,Urban,Cold Continental,Silver,Technology Early Adopter,Web,CAT000079,BRA000064,Low,0.72939,0.87493,16.88,0.41,0.45152777777777775,,,PPH000000000041993,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,32,Partly Cloudy,0.0,1,1.15,1,1.4200000000000017,0.08412322274881527,0.07964601769911513,-0.07964601769911513,,-0.004129793510324501
PDL000000000021592,2025-01-01 11:14:50,PRO001480,STO000037,Mobile,458.17,418.88,0,0,CAT000040,BRA000049,451.35,All,REG000007,Outlet,Continental,Bronze,Technology Early Adopter,Mobile,CAT000044,BRA000049,Medium,0.76324,0.64115,458.17,0.0,0.4686342592592593,,,PPH000000000024721,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,26,Cloudy,0.0,1,1.15,1,-39.29000000000002,-0.08575419604077093,-0.07193973634651607,0.07193973634651607,,0.015110224880912801
PDL000000000031427,2025-01-01 11:20:16,PRO000514,STO000037,Kiosk,197.05,174.92,1,1,CAT000019,BRA000049,189.47,All,REG000007,Outlet,Continental,Bronze,Technology Early Adopter,Mobile,CAT000044,BRA000049,Medium,0.76324,0.64115,197.05,0.0,0.4724074074074074,,,PPH000000000008372,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,26,Cloudy,0.0,1,1.15,1,-22.130000000000024,-0.11230652118751597,-0.07679315986699747,0.07679315986699747,,0.04000633345648394
PDL000000000020055,2025-01-01 11:22:50,PRO000105,STO000002,Email,158.32,153.17,0,0,CAT000012,BRA000140,151.56,Winter,REG000001,Outlet,Mountain Cold,Platinum,Infrequent Convenience Shopper,Omnichannel,CAT000012,BRA000112,Medium,0.65686,0.54222,158.32,0.0,0.4741898148148148,,,PPH000000000001731,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,32,Snow,0.17,1,1.15,1,-5.150000000000006,-0.03252905507832242,0.010622855634732021,-0.010622855634732021,,0.04460279757191865
PDL000000000009250,2025-01-01 11:36:28,PRO000550,STO000033,Mobile,151.66,142.29,0,0,CAT000020,BRA000049,148.4,Summer,REG000006,Suburban,Humid Continental,Silver,Outdoor Enthusiast,Mobile,CAT000020,BRA000093,Medium,0.79635,0.64438,151.66,0.0,0.4836574074074074,,,PPH000000000009064,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,34,Windy,0.0,1,1.15,1,-9.370000000000005,-0.06178293551364898,-0.04117250673854456,0.04117250673854456,,0.02196765498652285
PDL000000000018096,2025-01-01 11:37:43,PRO000550,STO000033,Mobile,151.66,156.71,0,0,CAT000020,BRA000049,148.4,Summer,REG000006,Suburban,Humid Continental,Silver,Outdoor Enthusiast,Mobile,CAT000020,BRA000093,Medium,0.79635,0.64438,151.66,0.0,0.48452546296296295,,,PPH000000000009064,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2,0,34,Windy,0.0,1,1.15,1,5.050000000000011,0.033298166952393585,0.05599730458221026,-0.05599730458221026,,0.02196765498652285
PDL000000000019235,2025-01-01 12:03:07,PRO001314,STO000043,Web,119.78,124.45,0,0,CAT000036,BRA000146,117.66,Summer,REG000009,Urban,Cold Continental,Silver,Infrequent Convenience Shopper,Store,CAT000080,BRA000146,Medium,0.7791,0.6596,119.78,0.0,0.5021643518518518,,,PPH000000000021770,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,2,0,32,Partly Cloudy,0.0,1,1.15,1,4.670000000000002,0.03898814493237604,0.057708652048274744,-0.057708652048274744,,0.018018018018018056
PDL000000000034909,2025-01-01 12:13:17,PRO001007,STO000019,Mobile,273.2,273.2,0,0,CAT000029,BRA000136,305.94,Summer,REG000004,Suburban,Mediterranean,Silver,Home and Lifestyle Shopper,Mobile,CAT000047,BRA000136,Medium,0.7212,0.87012,273.2,10.7,0.5092245370370371,,,PPH000000000016739,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,67,Clear,0.0,1,1.15,1,0.0,0.0,-0.10701444727724393,0.10701444727724393,,-0.10701444727724393
PDL000000000013070,2025-01-01 12:20:53,PRO002325,STO000017,Email,30.33,31.29,0,0,CAT000057,BRA000070,30.26,All,REG000004,Urban,Mediterranean,Silver,Seasonal Gift Shopper,Mobile,CAT000057,BRA000013,Low,0.80662,0.94608,30.33,0.0,0.5145023148148148,,,PPH000000000038778,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,67,Clear,0.0,1,1.15,1,0.9600000000000009,0.03165182987141447,0.034038334434897476,-0.034038334434897476,,0.0023132848645074926
PDL000000000005454,2025-01-01 12:21:11,PRO002325,STO000017,Email,30.33,32.99,1,1,CAT000057,BRA000070,30.26,All,REG000004,Urban,Mediterranean,Silver,Seasonal Gift Shopper,Mobile,CAT000057,BRA000013,Low,0.80662,0.94608,30.33,0.0,0.5147106481481482,,,PPH000000000038778,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2,0,67,Clear,0.0,1,1.15,1,2.6600000000000037,0.08770194526871097,0.09021810971579644,-0.09021810971579644,,0.0023132848645074926
PDL000000000011252,2025-01-01 12:26:49,PRO002560,STO000044,Web,60.95,57.62,0,0,CAT000064,BRA000002,59.65,All,REG000009,Urban,Cold Continental,Silver,Budget-Conscious Family,Web,CAT000064,BRA000149,High,0.5906,0.62846,60.95,0.0,0.5186226851851852,,,PPH000000000042671,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,2,0,32,Partly Cloudy,0.0,1,1.15,1,-3.3300000000000054,-0.05463494667760468,-0.03403185247275777,0.03403185247275777,,0.021793797150041982
PDL000000000034567,2025-01-01 12:38:04,PRO001439,STO000023,Email,81.4,74.91,1,1,CAT000039,BRA000088,81.06,All,REG000005,Urban,Hot Subtropical,Gold,Seasonal Gift Shopper,Mobile,CAT000039,BRA000107,High,0.56443,0.93288,81.4,0.0,0.5264351851851852,,,PPH000000000024057,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,50,Windy,0.0,1,1.15,1,-6.490000000000009,-0.07972972972972983,-0.07586972612879356,0.07586972612879356,,0.004194423883543096
PDL000000000015518,2025-01-01 12:53:41,PRO000137,STO000045,Web,51.07,55.45,1,1,CAT000013,BRA000108,56.05,All,REG000009,Suburban,Cold Continental,Silver,Home and Lifestyle Shopper,Web,CAT000079,BRA000064,Medium,0.74367,0.88479,51.07,8.88,0.5372800925925926,,,PPH000000000002259,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,2,0,32,Partly Cloudy,0.0,1,1.15,1,4.380000000000003,0.08576463677305664,-0.01070472792149856,0.01070472792149856,,-0.08884924174843885
PDL000000000011801,2025-01-01 13:07:31,PRO000135,STO000043,Web,72.2,78.28,1,2,CAT000013,BRA000028,78.84,Summer,REG000009,Urban,Cold Continental,Silver,Home and Lifestyle Shopper,Web,CAT000079,BRA000064,Medium,0.74367,0.88479,72.2,8.42,0.546886574074074,,,PPH000000000002216,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2,0,32,Partly Cloudy,0.0,1,1.15,1,6.079999999999998,0.08421052631578944,-0.007102993404363296,0.007102993404363296,,-0.08422120750887875
PDL000000000011731,2025-01-01 13:16:42,PRO001940,STO000011,Email,64.53,71.65,0,0,CAT000049,BRA000069,64.29,All,REG000003,Suburban,Marine West Coast,Bronze,Premium Professional,Web,CAT000071,BRA000069,High,0.91157,0.60585,64.53,0.0,0.5532638888888889,,,PPH000000000032234,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2,0,49,Heavy Rain,1.68,1,1.15,1,7.1200000000000045,0.1103362777002945,0.11448125680510186,-0.11448125680510186,,0.003733084461035851
PDL000000000009111,2025-01-01 13:18:31,PRO001940,STO000026,Store,64.87,69.46,0,0,CAT000049,BRA000069,64.29,All,REG000005,Suburban,Hot Subtropical,Bronze,Premium Professional,Web,CAT000071,BRA000069,High,0.91157,0.60585,64.87,0.0,0.554525462962963,,,PPH000000000032246,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2,0,50,Windy,0.0,1,1.15,1,4.589999999999989,0.07075689841220886,0.08041686109814881,-0.08041686109814881,,0.009021620780836806
PDL000000000005169,2025-01-01 13:21:54,PRO002750,STO000024,Kiosk,171.08,171.08,1,1,CAT000071,BRA000049,167.44,Fall,REG000005,Outlet,Hot Subtropical,Bronze,Premium Professional,Web,CAT000071,BRA000069,High,0.91157,0.60585,171.08,0.0,0.556875,,,PPH000000000045889,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2,0,50,Windy,0.0,1,1.15,1,0.0,0.0,0.0217391304347827,-0.0217391304347827,,0.0217391304347827
PDL000000000010139,2025-01-01 13:22:16,PRO001896,STO000015,Mobile,269.0,247.02,0,0,CAT000048,BRA000016,264.2,All,REG000003,Suburban,Marine West Coast,Bronze,Home and Lifestyle Shopper,Mobile,CAT000074,BRA000093,Medium,0.83816,0.62846,269.0,0.0,0.5571296296296296,,,PPH000000000031518,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,2,0,49,Heavy Rain,1.68,1,1.15,1,-21.97999999999999,-0.08171003717472115,-0.06502649507948516,0.06502649507948516,,0.018168054504163558
PDL000000000028958,2025-01-01 13:30:07,PRO001896,STO000015,Mobile,269.0,265.54,0,0,CAT000048,BRA000016,264.2,All,REG000003,Suburban,Marine West Coast,Bronze,Home and Lifestyle Shopper,Mobile,CAT000074,BRA000093,Medium,0.83816,0.62846,269.0,0.0,0.5625810185185185,,,PPH000000000031518,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,2,0,49,Heavy Rain,1.68,1,1.15,1,-3.4599999999999795,-0.012862453531598437,0.005071915215745768,-0.005071915215745768,,0.018168054504163558
PDL000000000025009,2025-01-01 13:53:19,PRO002983,STO000050,Online,41.99,45.87,0,0,CAT000080,BRA000124,41.63,Fall,REG000010,Urban,Humid Subtropical,Silver,Infrequent Convenience Shopper,Store,CAT000080,BRA000120,Medium,0.5836,0.5031,41.99,0.0,0.5786921296296297,,,PPH000000000049683,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,47,Windy,0.0,1,1.15,1,3.8799999999999955,0.09240295308406753,0.10184962767235153,-0.10184962767235153,,0.00864760989670909
PDL000000000020627,2025-01-01 14:03:34,PRO002271,STO000035,Web,58.21,64.33,0,0,CAT000056,BRA000015,57.13,All,REG000007,Suburban,Continental,Silver,Home and Lifestyle Shopper,Web,CAT000076,BRA000041,Low,0.58715,0.8463,58.21,0.0,0.5858101851851852,,,PPH000000000037820,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2,0,26,Cloudy,0.0,1,1.15,1,6.119999999999997,0.1051365744717402,0.12602835638018547,-0.12602835638018547,,0.0189042534570278
PDL000000000000736,2025-01-01 14:14:14,PRO002879,STO000010,Kiosk,148.95,158.47,0,0,CAT000076,BRA000060,147.11,Winter,REG000002,Suburban,Tropical Warm,Silver,Home and Lifestyle Shopper,Web,CAT000076,BRA000041,Low,0.58715,0.8463,148.95,0.0,0.5932175925925925,,,PPH000000000047807,0.0,False,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,NONE,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2,0,71,Cloudy,0.0,1,1.15,1,9.52000000000001,0.06391406512252441,0.07722112704778726,-0.07722112704778726,,0.012507647338725952
